"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Muszaki Tudomanyos Kozlemenyek (ID 19742)","Muszaki Tudomanyos Kozlemenyek10.33895","open","364","258","false","true"
"Mutefekkir (ID 11971)","Mutefekkir10.30523","open","95","47","true","true"
"Mykolas Romeris University (ID 5304)","Mykolas Romeris University10.13165","open","799","226","true","false"
"Mykolayiv National Agrarian University (ID 16172)","Mykolayiv National Agrarian University10.31521","open","5","466","false","true"
"Namik Kemal Tip Dergisi, Tekirdag Namik Kemal University (ID 24628)","Namik Kemal Tip Dergisi, Tekirdag Namik Kemal University10.37696","open","0","16","false","true"
"Nanjing University of Aeronautics and Astronautics (ID 22935)","Nanjing University of Aeronautics and Astronautics10.36963","open","0","13","false","true"
"NASU Institute of Encyclopedic Research (ID 23245)","NASU Institute of Encyclopedic Research10.37068","open","119","15","true","true"
"National Academy of Educational Sciences of Ukraine (ID 23858)","National Academy of Educational Sciences of Ukraine10.37472","open","0","55","false","true"
"National Academy of Medical Sciences of Ukraine (ID 24524)","National Academy of Medical Sciences of Ukraine10.37621","open","0","13","false","true"
"National Academy of Medicine (ID 16488)","National Academy of Medicine10.31478","open","364","84","false","true"
"National Academy of Sciences of the Republic of Kazakshtan (ID 17339)","National Academy of Sciences of the Republic of Kazakshtan10.32014","open","0","1756","false","true"
"National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (ID 6225)","Co. Ltd. Ukrinformnauka10.22240","open","15720","8542","true","true"
"National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka) (ID 6225)","National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka)10.15407","open","15720","8542","true","true"
"National Academy of Statistics Accounting and Audit (ID 16612)","National Academy of Statistics Accounting and Audit10.31767","open","91","190","false","true"
"National Aerospace University - Kharkiv Aviation Institute (ID 17345)","National Aerospace University - Kharkiv Aviation Institute10.32620","open","0","593","false","true"
"National Assembly Budget Office (ID 21127)","National Assembly Budget Office10.35525","open","86","27","true","true"
"National Bank of Ukraine (ID 11068)","National Bank of Ukraine10.26531","open","41","23","true","true"
"National Center for Global Health and Medicine (JST) (ID 21485)","National Center for Global Health and Medicine (JST)10.35772","open","0","61","false","true"
"National Folk Museum of Korea (ID 21294)","National Folk Museum of Korea10.35638","open","168","41","true","true"
"National Foundation Of Brief Therapy (JST) (ID 21488)","National Foundation Of Brief Therapy (JST)10.35783","open","49","11","true","true"
"National Institute for Health Research (ID 6221)","National Institute for Health Research10.15594","limited","1896","749","true","true"
"National Institute for Health Research (ID 6221)","National Institute for Health Research10.3310","open","1896","749","true","true"
"National Institute of Psychology, Centre of Excellence, Quaid-i-Azam University (ID 19394)","National Institute of Psychology, Centre of Excellence, Quaid-i-Azam University10.33824","open","0","66","false","true"
"National Institute of Special Education (ID 20258)","National Institute of Special Education10.34249","open","254","19","true","true"
"National Institute of Standards and Technology (NIST) (ID 4068)","National Institute of Standards and Technology10.6028","open","26853","616","true","true"
"National Institute of Telecommunications (ID 11176)","National Institute of Telecommunications10.26636","open","40","112","true","true"
"National Library of Serbia (ID 1078)","National Library of Serbia10.2298","open","37406","7420","true","false"
"National Medical Research Center For Rehabilitation And Balneology (ID 25087)","National Medical Research Center For Rehabilitation And Balneology10.38025","open","8","20","false","true"
"National Medical Research Center of Hematology of the Ministry of Health of the Russian Federation (ID 21459)","National Medical Research Center of Hematology of the Ministry of Health of the Russian Federation10.35754","open","1","54","false","true"
"National Metallurgical Academy of Ukraine (ID 20151)","National Metallurgical Academy of Ukraine10.34185","open","0","248","false","true"
"National Museum, Czech Republic (ID 23785)","National Museum, Czech Republic10.37520","open","116","75","true","true"
"National Prosecution Academy of Ukraine (ID 20319)","National Prosecution Academy of Ukraine10.34285","open","0","56","false","true"
"National Scientific and Research Institute of Industrial Safety and Occupational Safety and Health (ID 22846)","National Scientific and Research Institute of Industrial Safety and Occupational Safety and Health10.36804","open","0","16","false","true"
"National Scientific Center - Institute of Agricultural Engineering and Electrification (ID 23436)","National Scientific Center - Institute of Agricultural Engineering and Electrification10.37204","open","0","52","false","true"
"National Scientific Center of Surgery named after A.N. Syzganov (ID 21387)","National Scientific Center of Surgery named after A.N. Syzganov10.35805","open","0","2","false","true"
"National Society of Ecological Engineering and Environment Protection (ID 17160)","National Society of Ecological Engineering and Environment Protection10.32006","open","25","45","true","true"
"National Sports Academy - Vassil Levski (ID 23311)","National Sports Academy - Vassil Levski10.37393","open","129","157","true","false"
"National University - Odessa Law Academy (ID 18187)","National University - Odessa Law Academy10.32837","open","3","766","false","true"
"National University of Kyiv - Mohyla Academy (ID 7784)","National University of Kyiv - Mohyla Academy10.18523","open","198","437","false","true"
"National University of Life and Environmental Sciences of Ukraine (ID 16652)","National University of Life and Environmental Sciences of Ukraine10.31548","open","490","1219","true","true"
"National University of the Altiplano - Professional School of Communication Sciences (ID 19198)","National University of the Altiplano - Professional School of Communication Sciences10.33595","open","0","13","false","true"
"National University of Ukraine on Physical Education and Sport (ID 16133)","National University of Ukraine on Physical Education and Sport10.32652","open","418","120","false","true"
"Natural and Applied Sciences Journal, Izmir Democracy University (ID 25146)","Natural and Applied Sciences Journal, Izmir Democracy University10.38061","open","0","15","false","true"
"Natural Volatiles and Essential Oils (ID 24972)","Natural Volatiles and Essential Oils10.37929","open","0","5","false","true"
"Nature Research Centre -NRC (ID 21108)","Nature Research Centre -NRC10.35513","open","281","68","true","true"
"NED University of Engineering and Technology (ID 20807)","NED University of Engineering and Technology10.35453","open","0","34","false","true"
"Negah Scientific Publisher (ID 17540)","Negah Scientific Publisher10.32598","open","638","1509","true","true"
"Nepal Journals Online (JOL) (ID 1670)","Nepal Journals Online10.3126","open","14246","5610","true","false"
"Netherlands Institute for Sound and Vision (ID 20188)","Netherlands Institute for Sound and Vision10.18146","open","702","104","false","true"
"NeuroPharmac Journal (ID 20942)","NeuroPharmac Journal10.37881","open","14","19","false","true"
"Neuropsychologie Clinique et Appliquee (ID 25327)","Neuropsychologie Clinique et Appliquee10.46278","open","0","9","false","true"
"Nevsehir Haci Bektas Veli Universitesi SBE Dergisi (ID 12236)","Nevsehir Haci Bektas Veli Universitesi SBE Dergisi10.30783","open","0","16","false","true"
"New Bulgarian University (ID 19039)","New Bulgarian University10.33919","open","29","88","false","true"
"New Prairie Press (ID 2637)","New Prairie Press10.4148","open","11354","850","true","false"
"New Terra (ID 8797)","New Terra10.21292","open","373","525","false","true"
"New York University (ID 13765)","New York University10.33682","open","0","75","false","true"
"New York University (ID 13765)","NYU - The Metropolitan Center for Research on Equity and the Transformation of Schools10.35240","open","0","75","false","true"
"New Zealand Grassland Association (ID 19239)","New Zealand Grassland Association10.33584","open","0","38","false","true"
"New Zealand Plant Protection Society (ID 12287)","New Zealand Plant Protection Society10.30843","open","4272","125","false","true"
"Nextjournal (ID 18405)","Nextjournal10.33016","open","0","2","false","true"
"NHP Publications (ID 18721)","NHP Publications10.33211","open","0","5","false","true"
"Nicholson School of Communication, UCF (ID 12122)","Nicholson School of Communication, UCF10.30658","open","0","89","false","true"
"Nigerian Society of Physical Sciences (ID 25674)","Nigerian Society of Physical Sciences10.46481","open","0","34","false","true"
"Nikitsky Botanical Gardens National Science Center (ID 22156)","Nikitsky Botanical Gardens National Science Center10.36305","open","0","142","false","true"
"Nizhnevartovsk State University (ID 22929)","Nizhnevartovsk State University10.36906","open","0","96","false","true"
"Nizhny Novgorod Academy of the Ministry of the Interior of Russia (ID 22426)","Nizhny Novgorod Academy of the Ministry of the Interior of Russia10.36511","open","0","146","false","true"
"Nizhyn Mykola Gogol State University (ID 16799)","Nizhyn Mykola Gogol State University10.31654","open","140","412","true","true"
"Non-profit organization Nephrology (ID 22386)","Non-profit organization Nephrology10.36485","open","81","178","true","true"
"Non-profit partnership Society of Interventional Oncoradiologists (ID 23386)","Non-profit partnership Society of Interventional Oncoradiologists10.37174","open","0","9","false","true"
"North-Ossetian State University named after Costa Levanovich Khetagurov (ID 11561)","North-Ossetian State University named after Costa Levanovich Khetagurov10.29025","open","47","382","false","true"
"Norwegian Polar Institute (ID 18712)","Norwegian Polar Institute10.33265","open","1869","99","true","true"
"Novosibirsk State University (NSU) (ID 10842)","Novosibirsk State University (NSU)10.25205","open","315","1289","false","true"
"Novosibirsk State University of Economics and Management - NSUEM (ID 19919)","Novosibirsk State University of Economics and Management - NSUEM10.34020","open","0","85","false","true"
"Noyam Publishers (ID 25245)","Noyam Publishers10.38159","open","0","14","false","true"
"NP Voprosy Ekonomiki (ID 17814)","NP Voprosy Ekonomiki10.32609","open","2116","339","true","true"
"NPG Publishing (ID 10196)","NPG Publishing10.24108","open","164","300","true","true"
"NPO Energobezopasnost (ID 10319)","NPO Energobezopasnost10.24223","open","52","86","false","true"
"NRC Kurchatov Institute (ID 8960)","NRC Kurchatov Institute10.21517","open","322","155","false","true"
"NRC Kurchatov Institute GOSNIIGENETIKA (ID 8964)","NRC Kurchatov Institute GOSNIIGENETIKA10.21519","open","159","135","false","true"
"NRCERM EMERCOM of Russia (ID 10648)","NRCERM EMERCOM of Russia10.25016","open","49","102","false","true"
"Nusha (ID 17367)","Nusha10.32330","open","9","44","true","true"
"O.M.Beketov National University of Urban Economy in Kharkiv (ID 18466)","O.M.Beketov National University of Urban Economy in Kharkiv10.33042","open","0","202","false","true"
"OAE Publishing Inc. (ID 8410)","OAE Publishing Inc.10.20517","open","768","920","true","false"
"Odesa Military Academy (ID 23321)","Odesa Military Academy10.37129","open","0","37","false","true"
"Odessa National Academy of Food Technologies (ID 6339)","Odessa National Academy of Food Technologies10.15673","open","1124","704","true","true"
"Okuma Yazma Egitimi Arastirmalari (ID 20498)","Okuma Yazma Egitimi Arastirmalari10.35233","open","0","10","false","true"
"Oles Honchar Dnipropetrovsk National University (ID 6082)","Oles Honchar Dnipropetrovsk National University10.15421","open","3180","2296","true","true"
"Ombudsman Akademik (ID 17317)","Ombudsman Akademik10.32002","open","42","14","true","true"
"Onati International Institute for the Sociology of Law (ID 20282)","Onati International Institute for the Sociology of Law10.35295","open","1","206","false","true"
"Ondefo-Verlag (ID 21389)","Ondefo-Verlag10.35740","open","0","7","false","true"
"Ondokuz Mayis Universitesi Ozel Egitim Bolumu (ID 23451)","Ondokuz Mayis Universitesi Ozel Egitim Bolumu10.37233","open","0","6","false","true"
